species,Landuse,Pres
Potentilla sterilis,ForestWetRich,1
Potentilla sterilis,OpenDryPoor,1
Potentilla sterilis,OpenWetPoor,1
Potentilla sterilis,OpenDryRich,1
Potentilla sterilis,OpenWetRich,1
Potentilla verna,ForestDryPoor,1
Potentilla verna,OpenDryPoor,1
Poterium sanguisorba,ForestDryPoor,1
Poterium sanguisorba,OpenDryPoor,1
Primula elatior,ForestDryPoor,1
Primula elatior,ForestWetPoor,1
Primula elatior,ForestDryRich,1
Primula elatior,ForestWetRich,1
Primula elatior,OpenDryPoor,1
Primula elatior,OpenWetPoor,1
Primula elatior,OpenDryRich,1
Primula elatior,OpenWetRich,1
Primula farinosa,OpenWetPoor,1
Primula veris,ForestDryPoor,1
Primula veris,OpenDryPoor,1
Primula vulgaris,ForestDryPoor,1
Primula vulgaris,ForestWetPoor,1
Primula vulgaris,OpenDryPoor,1
Primula vulgaris,OpenWetPoor,1
Prunella grandiflora,ForestDryPoor,1
Prunella grandiflora,OpenDryPoor,1
Prunella vulgaris,ForestDryPoor,1
Prunella vulgaris,ForestWetPoor,1
Prunella vulgaris,ForestDryRich,1
Prunella vulgaris,ForestWetRich,1
Prunella vulgaris,OpenDryPoor,1
Prunella vulgaris,OpenWetPoor,1
Prunella vulgaris,OpenDryRich,1
Prunella vulgaris,OpenWetRich,1
Prunus avium,ForestDryPoor,1
Prunus avium,ForestWetPoor,1
Prunus avium,ForestDryRich,1
Prunus avium,ForestWetRich,1
Prunus avium,OpenDryPoor,1
Prunus avium,OpenWetPoor,1
Prunus avium,OpenDryRich,1
Prunus avium,OpenWetRich,1
Prunus padus,ForestDryPoor,1
Prunus padus,ForestWetPoor,1
Prunus padus,ForestDryRich,1
Prunus padus,ForestWetRich,1
Prunus padus,OpenDryPoor,1
Prunus padus,OpenWetPoor,1
Prunus padus,OpenDryRich,1
Prunus padus,OpenWetRich,1
Prunus spinosa,ForestDryPoor,1
Prunus spinosa,ForestWetPoor,1
Prunus spinosa,ForestDryRich,1
Prunus spinosa,ForestWetRich,1
Prunus spinosa,OpenDryPoor,1
Prunus spinosa,OpenWetPoor,1
Prunus spinosa,OpenDryRich,1
Prunus spinosa,OpenWetRich,1
Pseudorchis albida,OpenDryPoor,1
Pseudorchis albida,OpenWetPoor,1
Pteridium aquilinum,ForestDryPoor,1
Pteridium aquilinum,ForestWetPoor,1
Pteridium aquilinum,OpenDryPoor,1
Pteridium aquilinum,OpenWetPoor,1
Puccinellia distans,OpenDryPoor,1
Puccinellia distans,OpenWetPoor,1
Puccinellia maritima,OpenWetPoor,1
Puccinellia maritima,OpenWetRich,1
Pulicaria dysenterica,ForestDryPoor,1
Pulicaria dysenterica,ForestWetPoor,1
Pulicaria dysenterica,ForestDryRich,1
Pulicaria dysenterica,ForestWetRich,1
Pulicaria dysenterica,OpenDryPoor,1
Pulicaria dysenterica,OpenWetPoor,1
Pulicaria dysenterica,OpenDryRich,1
Pulicaria dysenterica,OpenWetRich,1
Pulicaria vulgaris,OpenDryPoor,1
Pulicaria vulgaris,OpenWetPoor,1
Pulicaria vulgaris,OpenDryRich,1
Pulicaria vulgaris,OpenWetRich,1
Pulmonaria angustifolia,ForestDryPoor,1
Pulmonaria angustifolia,ForestWetPoor,1
Pulmonaria angustifolia,OpenDryPoor,1
Pulmonaria angustifolia,OpenWetPoor,1
Pulmonaria obscura,ForestDryPoor,1
Pulmonaria obscura,ForestWetPoor,1
Pulmonaria obscura,ForestDryRich,1
Pulmonaria obscura,ForestWetRich,1
Pulmonaria officinalis,ForestDryPoor,1
Pulmonaria officinalis,ForestWetPoor,1
Pulmonaria officinalis,ForestDryRich,1
Pulmonaria officinalis,ForestWetRich,1
Pulsatilla pratensis,ForestDryPoor,1
Pulsatilla pratensis,OpenDryPoor,1
Pulsatilla vernalis,ForestDryPoor,1
Pulsatilla vernalis,ForestWetPoor,1
Pulsatilla vernalis,OpenDryPoor,1
Pulsatilla vernalis,OpenWetPoor,1
Pulsatilla vulgaris,OpenDryPoor,1
Pyrola chlorantha,ForestDryPoor,1
Pyrola chlorantha,ForestWetPoor,1
Pyrola media,ForestDryPoor,1
Pyrola media,ForestWetPoor,1
Pyrola minor,ForestDryPoor,1
Pyrola minor,ForestWetPoor,1
Pyrola minor,OpenDryPoor,1
Pyrola minor,OpenWetPoor,1
Pyrola rotundifolia,ForestDryPoor,1
Pyrola rotundifolia,ForestWetPoor,1
Quercus petraea,ForestDryPoor,1
Quercus petraea,ForestWetPoor,1
Quercus petraea,ForestDryRich,1
Quercus petraea,ForestWetRich,1
Quercus petraea,OpenDryPoor,1
Quercus petraea,OpenWetPoor,1
Quercus petraea,OpenDryRich,1
Quercus petraea,OpenWetRich,1
Quercus robur,ForestDryPoor,1
Quercus robur,ForestWetPoor,1
Quercus robur,ForestDryRich,1
Quercus robur,ForestWetRich,1
Quercus robur,OpenDryPoor,1
Quercus robur,OpenWetPoor,1
Quercus robur,OpenDryRich,1
Quercus robur,OpenWetRich,1
Rabelera holostea,ForestDryPoor,1
Rabelera holostea,ForestWetPoor,1
Rabelera holostea,OpenDryPoor,1
Rabelera holostea,OpenWetPoor,1
Radiola linoides,OpenDryPoor,1
Radiola linoides,OpenWetPoor,1
Ranunculus acris,ForestDryPoor,1
Ranunculus acris,ForestWetPoor,1
Ranunculus acris,OpenDryPoor,1
Ranunculus acris,OpenWetPoor,1
Ranunculus aquatilis,ForestWetPoor,1
Ranunculus aquatilis,ForestWetRich,1
Ranunculus aquatilis,OpenWetPoor,1
Ranunculus aquatilis,OpenWetRich,1
Ranunculus auricomus,ForestDryPoor,1
Ranunculus auricomus,ForestWetPoor,1
Ranunculus auricomus,ForestDryRich,1
Ranunculus auricomus,ForestWetRich,1
Ranunculus auricomus,OpenDryPoor,1
Ranunculus auricomus,OpenWetPoor,1
Ranunculus auricomus,OpenDryRich,1
Ranunculus auricomus,OpenWetRich,1
Ranunculus bulbosus,ForestDryPoor,1
Ranunculus bulbosus,OpenDryPoor,1
Ranunculus circinatus,ForestWetPoor,1
Ranunculus circinatus,ForestWetRich,1
Ranunculus circinatus,OpenWetPoor,1
Ranunculus circinatus,OpenWetRich,1
Ranunculus flammula,ForestWetPoor,1
Ranunculus flammula,OpenWetPoor,1
Ranunculus hederaceus,ForestWetPoor,1
Ranunculus hederaceus,OpenWetPoor,1
Ranunculus lanuginosus,ForestDryPoor,1
Ranunculus lanuginosus,ForestWetPoor,1
Ranunculus lanuginosus,ForestDryRich,1
Ranunculus lanuginosus,ForestWetRich,1
Ranunculus lingua,ForestWetPoor,1
Ranunculus lingua,ForestWetRich,1
Ranunculus lingua,OpenWetPoor,1
Ranunculus lingua,OpenWetRich,1
Ranunculus peltatus,ForestWetPoor,1
Ranunculus peltatus,ForestWetRich,1
Ranunculus peltatus,OpenWetPoor,1
Ranunculus peltatus,OpenWetRich,1
Ranunculus penicillatus,ForestWetPoor,1
Ranunculus penicillatus,ForestWetRich,1
Ranunculus penicillatus,OpenWetPoor,1
Ranunculus penicillatus,OpenWetRich,1
Ranunculus polyanthemos,ForestDryPoor,1
Ranunculus polyanthemos,ForestWetPoor,1
Ranunculus polyanthemos,ForestDryRich,1
Ranunculus polyanthemos,ForestWetRich,1
Ranunculus polyanthemos,OpenDryPoor,1
Ranunculus polyanthemos,OpenWetPoor,1
Ranunculus polyanthemos,OpenDryRich,1
Ranunculus polyanthemos,OpenWetRich,1
Ranunculus repens,ForestDryPoor,1
Ranunculus repens,ForestWetPoor,1
Ranunculus repens,ForestDryRich,1
Ranunculus repens,ForestWetRich,1
Ranunculus repens,OpenDryPoor,1
Ranunculus repens,OpenWetPoor,1
Ranunculus repens,OpenDryRich,1
Ranunculus repens,OpenWetRich,1
Ranunculus reptans,OpenWetPoor,1
Ranunculus sardous,OpenDryPoor,1
Ranunculus sardous,OpenWetPoor,1
Ranunculus sardous,OpenDryRich,1
Ranunculus sardous,OpenWetRich,1
Ranunculus sceleratus,OpenWetRich,1
Ranunculus trichophyllus,ForestWetPoor,1
Ranunculus trichophyllus,ForestWetRich,1
Ranunculus trichophyllus,OpenWetPoor,1
Ranunculus trichophyllus,OpenWetRich,1
Rhamnus cathartica,ForestDryPoor,1
Rhamnus cathartica,ForestWetPoor,1
Rhamnus cathartica,OpenDryPoor,1
Rhamnus cathartica,OpenWetPoor,1
Rhinanthus minor,ForestDryPoor,1
Rhinanthus minor,ForestWetPoor,1
Rhinanthus minor,OpenDryPoor,1
Rhinanthus minor,OpenWetPoor,1
Rhododendron tomentosum,ForestWetPoor,1
Rhododendron tomentosum,OpenWetPoor,1
Rhynchospora alba,OpenWetPoor,1
Rhynchospora fusca,OpenWetPoor,1
Ribes alpinum,ForestDryPoor,1
Ribes alpinum,ForestWetPoor,1
Ribes alpinum,ForestDryRich,1
Ribes alpinum,ForestWetRich,1
Ribes alpinum,OpenDryPoor,1
Ribes alpinum,OpenWetPoor,1
Ribes alpinum,OpenDryRich,1
Ribes alpinum,OpenWetRich,1
Ribes nigrum,ForestWetPoor,1
Ribes nigrum,ForestWetRich,1
Ribes uva-crispa,ForestDryPoor,1
Ribes uva-crispa,ForestWetPoor,1
Ribes uva-crispa,ForestDryRich,1
Ribes uva-crispa,ForestWetRich,1
Ribes uva-crispa,OpenDryPoor,1
Ribes uva-crispa,OpenWetPoor,1
Ribes uva-crispa,OpenDryRich,1
Ribes uva-crispa,OpenWetRich,1
Rorippa amphibia,ForestWetPoor,1
Rorippa amphibia,ForestWetRich,1
Rorippa amphibia,OpenWetPoor,1
Rorippa amphibia,OpenWetRich,1
Rorippa palustris,ForestWetPoor,1
Rorippa palustris,ForestWetRich,1
Rorippa palustris,OpenWetPoor,1
Rorippa palustris,OpenWetRich,1
Rosa balsamica,ForestDryPoor,1
Rosa balsamica,ForestWetPoor,1
Rosa balsamica,ForestDryRich,1
Rosa balsamica,ForestWetRich,1
Rosa balsamica,OpenDryPoor,1
Rosa balsamica,OpenWetPoor,1
Rosa balsamica,OpenDryRich,1
Rosa balsamica,OpenWetRich,1
Rosa caesia,ForestDryPoor,1
Rosa caesia,ForestWetPoor,1
Rosa caesia,ForestDryRich,1
Rosa caesia,ForestWetRich,1
Rosa caesia,OpenDryPoor,1
Rosa caesia,OpenWetPoor,1
Rosa caesia,OpenDryRich,1
Rosa caesia,OpenWetRich,1
Rosa canina,ForestDryPoor,1
Rosa canina,ForestWetPoor,1
Rosa canina,ForestDryRich,1
Rosa canina,ForestWetRich,1
Rosa canina,OpenDryPoor,1
Rosa canina,OpenWetPoor,1
Rosa canina,OpenDryRich,1
Rosa canina,OpenWetRich,1
Rosa inodora,ForestDryPoor,1
Rosa inodora,ForestWetPoor,1
Rosa inodora,OpenDryPoor,1
Rosa inodora,OpenWetPoor,1
Rosa mollis,ForestDryPoor,1
Rosa mollis,ForestWetPoor,1
Rosa mollis,OpenDryPoor,1
Rosa mollis,OpenWetPoor,1
Rosa rubiginosa,ForestDryPoor,1
Rosa rubiginosa,OpenDryPoor,1
Rosa sherardii,ForestDryPoor,1
Rosa sherardii,ForestWetPoor,1
Rosa sherardii,OpenDryPoor,1
Rosa sherardii,OpenWetPoor,1
Rosa spinosissima,ForestDryPoor,1
Rosa spinosissima,ForestWetPoor,1
Rosa spinosissima,OpenDryPoor,1
Rosa spinosissima,OpenWetPoor,1
Rosa tomentosa,ForestDryPoor,1
Rosa tomentosa,ForestWetPoor,1
Rosa tomentosa,OpenDryPoor,1
Rosa tomentosa,OpenWetPoor,1
Rubus caesius,ForestDryPoor,1
Rubus caesius,ForestWetPoor,1
Rubus caesius,ForestDryRich,1
Rubus caesius,ForestWetRich,1
Rubus caesius,OpenDryPoor,1
Rubus caesius,OpenWetPoor,1
Rubus caesius,OpenDryRich,1
Rubus caesius,OpenWetRich,1
Rubus chamaemorus,OpenDryPoor,1
Rubus chamaemorus,OpenWetPoor,1
Rubus idaeus,ForestDryPoor,1
Rubus idaeus,ForestWetPoor,1
Rubus idaeus,ForestDryRich,1
Rubus idaeus,ForestWetRich,1
Rubus idaeus,OpenDryPoor,1
Rubus idaeus,OpenWetPoor,1
Rubus idaeus,OpenDryRich,1
Rubus idaeus,OpenWetRich,1
Rubus saxatilis,ForestDryPoor,1
Rubus saxatilis,ForestWetPoor,1
Rubus saxatilis,OpenDryPoor,1
Rubus saxatilis,OpenWetPoor,1
Rumex acetosa,ForestDryPoor,1
Rumex acetosa,ForestWetPoor,1
Rumex acetosa,ForestDryRich,1
Rumex acetosa,ForestWetRich,1
Rumex acetosa,OpenDryPoor,1
Rumex acetosa,OpenWetPoor,1
Rumex acetosa,OpenDryRich,1
Rumex acetosa,OpenWetRich,1
Rumex acetosella,OpenDryPoor,1
Rumex aquaticus,ForestWetPoor,1
Rumex aquaticus,ForestWetRich,1
Rumex aquaticus,OpenWetPoor,1
Rumex aquaticus,OpenWetRich,1
Rumex conglomeratus,ForestDryPoor,1
Rumex conglomeratus,ForestWetPoor,1
Rumex conglomeratus,ForestDryRich,1
Rumex conglomeratus,ForestWetRich,1
Rumex conglomeratus,OpenDryPoor,1
Rumex conglomeratus,OpenWetPoor,1
Rumex conglomeratus,OpenDryRich,1
Rumex conglomeratus,OpenWetRich,1
Rumex crispus,ForestDryPoor,1
Rumex crispus,ForestWetPoor,1
Rumex crispus,ForestDryRich,1
Rumex crispus,ForestWetRich,1
Rumex crispus,OpenDryPoor,1
Rumex crispus,OpenWetPoor,1
Rumex crispus,OpenDryRich,1
Rumex crispus,OpenWetRich,1
Rumex hydrolapathum,ForestWetPoor,1
Rumex hydrolapathum,ForestWetRich,1
Rumex hydrolapathum,OpenWetPoor,1
Rumex hydrolapathum,OpenWetRich,1
Rumex longifolius,ForestDryPoor,1
Rumex longifolius,ForestWetPoor,1
Rumex longifolius,ForestDryRich,1
Rumex longifolius,ForestWetRich,1
Rumex longifolius,OpenDryPoor,1
Rumex longifolius,OpenWetPoor,1
Rumex longifolius,OpenDryRich,1
Rumex longifolius,OpenWetRich,1
Rumex maritimus,OpenWetRich,1
Rumex obtusifolius,ForestDryRich,1
Rumex obtusifolius,ForestWetRich,1
Rumex obtusifolius,OpenDryRich,1
Rumex obtusifolius,OpenWetRich,1
Rumex palustris,ForestWetRich,1
Rumex palustris,OpenWetRich,1
Rumex sanguineus,ForestDryPoor,1
Rumex sanguineus,ForestWetPoor,1
Rumex sanguineus,ForestDryRich,1
Rumex sanguineus,ForestWetRich,1
Rumex sanguineus,OpenDryPoor,1
Rumex sanguineus,OpenWetPoor,1
Rumex sanguineus,OpenDryRich,1
Rumex sanguineus,OpenWetRich,1
Rumex thyrsiflorus,OpenDryPoor,1
Rumex thyrsiflorus,OpenWetPoor,1
Ruppia cirrhosa,ForestWetPoor,1
Ruppia cirrhosa,ForestWetRich,1
Ruppia cirrhosa,OpenWetPoor,1
Ruppia cirrhosa,OpenWetRich,1
Ruppia maritima,ForestWetPoor,1
Ruppia maritima,ForestWetRich,1
Ruppia maritima,OpenWetPoor,1
Ruppia maritima,OpenWetRich,1
Sagina maritima,OpenDryPoor,1
Sagina maritima,OpenWetPoor,1
Sagina maritima,OpenDryRich,1
Sagina maritima,OpenWetRich,1
Sagina nodosa,ForestDryPoor,1
Sagina nodosa,ForestWetPoor,1
Sagina nodosa,OpenDryPoor,1
Sagina nodosa,OpenWetPoor,1
Sagina procumbens,ForestDryPoor,1
Sagina procumbens,ForestWetPoor,1
Sagina procumbens,ForestDryRich,1
Sagina procumbens,ForestWetRich,1
Sagina procumbens,OpenDryPoor,1
Sagina procumbens,OpenWetPoor,1
Sagina procumbens,OpenDryRich,1
Sagina procumbens,OpenWetRich,1
Sagina subulata,OpenDryPoor,1
Sagina subulata,OpenWetPoor,1
Sagittaria sagittifolia,ForestWetPoor,1
Sagittaria sagittifolia,ForestWetRich,1
Sagittaria sagittifolia,OpenWetPoor,1
Sagittaria sagittifolia,OpenWetRich,1
Salicornia europaea,OpenWetPoor,1
Salicornia europaea,OpenWetRich,1
Salix aurita,ForestWetPoor,1
Salix aurita,OpenWetPoor,1
Salix caprea,ForestDryPoor,1
Salix caprea,ForestWetPoor,1
Salix caprea,ForestDryRich,1
Salix caprea,ForestWetRich,1
Salix caprea,OpenDryPoor,1
Salix caprea,OpenWetPoor,1
Salix caprea,OpenDryRich,1
Salix caprea,OpenWetRich,1
Salix cinerea,ForestDryPoor,1
Salix cinerea,ForestWetPoor,1
Salix cinerea,OpenDryPoor,1
Salix cinerea,OpenWetPoor,1
Salix hastata,ForestDryPoor,1
Salix hastata,ForestWetPoor,1
Salix hastata,OpenDryPoor,1
Salix hastata,OpenWetPoor,1
Salix myrsinifolia,ForestDryPoor,1
Salix myrsinifolia,ForestWetPoor,1
Salix myrsinifolia,OpenDryPoor,1
Salix myrsinifolia,OpenWetPoor,1
Salix pentandra,ForestWetPoor,1
Salix pentandra,OpenWetPoor,1
Salix repens,ForestDryPoor,1
Salix repens,ForestWetPoor,1
Salix repens,OpenDryPoor,1
Salix repens,OpenWetPoor,1
Sambucus nigra,ForestDryRich,1
Sambucus nigra,ForestWetRich,1
Sambucus nigra,OpenDryRich,1
Sambucus nigra,OpenWetRich,1
Sambucus racemosa,ForestDryPoor,1
Sambucus racemosa,ForestWetPoor,1
Sambucus racemosa,ForestDryRich,1
Sambucus racemosa,ForestWetRich,1
Sambucus racemosa,OpenDryPoor,1
Sambucus racemosa,OpenWetPoor,1
Sambucus racemosa,OpenDryRich,1
Sambucus racemosa,OpenWetRich,1
Samolus valerandi,ForestWetPoor,1
Samolus valerandi,ForestWetRich,1
Samolus valerandi,OpenWetPoor,1
Samolus valerandi,OpenWetRich,1
Sanicula europaea,ForestDryPoor,1
Sanicula europaea,ForestWetPoor,1
Sanicula europaea,ForestDryRich,1
Sanicula europaea,ForestWetRich,1
Saxifraga granulata,OpenDryPoor,1
Saxifraga granulata,OpenWetPoor,1
Saxifraga hirculus,OpenWetPoor,1
Saxifraga tridactylites,OpenDryPoor,1
Scabiosa canescens,ForestDryPoor,1
Scabiosa canescens,OpenDryPoor,1
Scabiosa columbaria,ForestDryPoor,1
Scabiosa columbaria,OpenDryPoor,1
Sceptridium multifidum,ForestDryPoor,1
Sceptridium multifidum,ForestWetPoor,1
Sceptridium multifidum,OpenDryPoor,1
Sceptridium multifidum,OpenWetPoor,1
Scheuchzeria palustris,OpenWetPoor,1
Schoenoplectus lacustris,OpenWetPoor,1
Schoenoplectus lacustris,OpenWetRich,1
Schoenus ferrugineus,OpenWetPoor,1
Schoenus nigricans,OpenDryPoor,1
Schoenus nigricans,OpenWetPoor,1
Scirpus sylvaticus,ForestWetPoor,1
Scirpus sylvaticus,OpenWetPoor,1
Scleranthus annuus,ForestDryPoor,1
Scleranthus annuus,ForestWetPoor,1
Scleranthus annuus,OpenDryPoor,1
Scleranthus annuus,OpenWetPoor,1
Scleranthus perennis,OpenDryPoor,1
Scorzonera humilis,ForestDryPoor,1
Scorzonera humilis,ForestWetPoor,1
Scorzonera humilis,OpenDryPoor,1
Scorzonera humilis,OpenWetPoor,1
Scorzoneroides autumnalis,ForestDryPoor,1
Scorzoneroides autumnalis,ForestWetPoor,1
Scorzoneroides autumnalis,ForestDryRich,1
Scorzoneroides autumnalis,ForestWetRich,1
Scorzoneroides autumnalis,OpenDryPoor,1
Scorzoneroides autumnalis,OpenWetPoor,1
Scorzoneroides autumnalis,OpenDryRich,1
Scorzoneroides autumnalis,OpenWetRich,1
Scrophularia nodosa,ForestDryPoor,1
Scrophularia nodosa,ForestWetPoor,1
Scrophularia nodosa,ForestDryRich,1
Scrophularia nodosa,ForestWetRich,1
Scrophularia umbrosa,ForestWetPoor,1
Scrophularia umbrosa,ForestWetRich,1
Scrophularia umbrosa,OpenWetPoor,1
Scrophularia umbrosa,OpenWetRich,1
Scutellaria galericulata,ForestWetPoor,1
Scutellaria galericulata,ForestWetRich,1
Scutellaria galericulata,OpenWetPoor,1
Scutellaria galericulata,OpenWetRich,1
Scutellaria hastifolia,ForestDryPoor,1
Scutellaria hastifolia,ForestWetPoor,1
Scutellaria hastifolia,OpenDryPoor,1
Scutellaria hastifolia,OpenWetPoor,1
Sedum acre,OpenDryPoor,1
Sedum album,OpenDryPoor,1
Sedum sexangulare,ForestDryPoor,1
Sedum sexangulare,OpenDryPoor,1
Selaginella selaginoides,ForestDryPoor,1
Selaginella selaginoides,ForestWetPoor,1
Selaginella selaginoides,OpenDryPoor,1
Selaginella selaginoides,OpenWetPoor,1
Selinum carvifolia,ForestDryPoor,1
Selinum carvifolia,ForestWetPoor,1
Selinum carvifolia,OpenDryPoor,1
Selinum carvifolia,OpenWetPoor,1
Selinum dubium,ForestDryPoor,1
Selinum dubium,ForestWetPoor,1
Selinum dubium,ForestDryRich,1
Selinum dubium,ForestWetRich,1
Selinum dubium,OpenDryPoor,1
Selinum dubium,OpenWetPoor,1
Selinum dubium,OpenDryRich,1
Selinum dubium,OpenWetRich,1
Senecio sylvaticus,ForestDryPoor,1
Senecio sylvaticus,ForestWetPoor,1
Senecio sylvaticus,ForestDryRich,1
Senecio sylvaticus,ForestWetRich,1
Senecio sylvaticus,OpenDryPoor,1
Senecio sylvaticus,OpenWetPoor,1
Senecio sylvaticus,OpenDryRich,1
Senecio sylvaticus,OpenWetRich,1
Senecio vulgaris,ForestDryPoor,1
Senecio vulgaris,ForestWetPoor,1
Senecio vulgaris,ForestDryRich,1
Senecio vulgaris,ForestWetRich,1
Senecio vulgaris,OpenDryPoor,1
Senecio vulgaris,OpenWetPoor,1
Senecio vulgaris,OpenDryRich,1
Senecio vulgaris,OpenWetRich,1
Serratula tinctoria,ForestDryPoor,1
Serratula tinctoria,ForestWetPoor,1
Serratula tinctoria,OpenDryPoor,1
Serratula tinctoria,OpenWetPoor,1
Seseli libanotis,ForestDryPoor,1
Seseli libanotis,OpenDryPoor,1
Sherardia arvensis,ForestDryPoor,1
Sherardia arvensis,ForestWetPoor,1
Sherardia arvensis,OpenDryPoor,1
Sherardia arvensis,OpenWetPoor,1
Silene dioica,ForestDryPoor,1
Silene dioica,ForestWetPoor,1
Silene dioica,ForestDryRich,1
Silene dioica,ForestWetRich,1
Silene dioica,OpenDryPoor,1
Silene dioica,OpenWetPoor,1
Silene dioica,OpenDryRich,1
Silene dioica,OpenWetRich,1
Silene flos-cuculi,ForestDryPoor,1
Silene flos-cuculi,ForestWetPoor,1
Silene flos-cuculi,ForestDryRich,1
Silene flos-cuculi,ForestWetRich,1
Silene flos-cuculi,OpenDryPoor,1
Silene flos-cuculi,OpenWetPoor,1
Silene flos-cuculi,OpenDryRich,1
Silene flos-cuculi,OpenWetRich,1
Silene latifolia,ForestDryPoor,1
Silene latifolia,ForestDryRich,1
Silene latifolia,OpenDryPoor,1
Silene latifolia,OpenDryRich,1
Silene nutans,ForestDryPoor,1
Silene nutans,ForestWetPoor,1
Silene nutans,OpenDryPoor,1
Silene nutans,OpenWetPoor,1
Silene otites,OpenDryPoor,1
Silene uniflora,OpenDryPoor,1
Silene uniflora,OpenWetPoor,1
Silene viscosa,OpenDryPoor,1
Silene vulgaris,ForestDryPoor,1
Silene vulgaris,ForestWetPoor,1
Silene vulgaris,OpenDryPoor,1
Silene vulgaris,OpenWetPoor,1
Sisymbrium officinale,ForestDryPoor,1
Sisymbrium officinale,ForestWetPoor,1
Sisymbrium officinale,ForestDryRich,1
Sisymbrium officinale,ForestWetRich,1
Sisymbrium officinale,OpenDryPoor,1
Sisymbrium officinale,OpenWetPoor,1
Sisymbrium officinale,OpenDryRich,1
Sisymbrium officinale,OpenWetRich,1
Sium latifolium,ForestWetPoor,1
Sium latifolium,ForestWetRich,1
Sium latifolium,OpenWetPoor,1
Sium latifolium,OpenWetRich,1
Solanum dulcamara,ForestWetPoor,1
Solanum dulcamara,ForestWetRich,1
Solanum dulcamara,OpenWetPoor,1
Solanum dulcamara,OpenWetRich,1
Solanum nigrum,ForestDryPoor,1
Solanum nigrum,ForestWetPoor,1
Solanum nigrum,ForestDryRich,1
Solanum nigrum,ForestWetRich,1
Solanum nigrum,OpenDryPoor,1
Solanum nigrum,OpenWetPoor,1
Solanum nigrum,OpenDryRich,1
Solanum nigrum,OpenWetRich,1
Solidago virgaurea,ForestDryPoor,1
Solidago virgaurea,ForestWetPoor,1
Solidago virgaurea,ForestDryRich,1
Solidago virgaurea,ForestWetRich,1
Solidago virgaurea,OpenDryPoor,1
Solidago virgaurea,OpenWetPoor,1
Solidago virgaurea,OpenDryRich,1
Solidago virgaurea,OpenWetRich,1
Sonchus arvensis,ForestDryPoor,1
Sonchus arvensis,ForestWetPoor,1
Sonchus arvensis,ForestDryRich,1
Sonchus arvensis,ForestWetRich,1
Sonchus arvensis,OpenDryPoor,1
Sonchus arvensis,OpenWetPoor,1
Sonchus arvensis,OpenDryRich,1
Sonchus arvensis,OpenWetRich,1
Sonchus asper,ForestDryPoor,1
Sonchus asper,ForestWetPoor,1
Sonchus asper,ForestDryRich,1
Sonchus asper,ForestWetRich,1
Sonchus asper,OpenDryPoor,1
Sonchus asper,OpenWetPoor,1
Sonchus asper,OpenDryRich,1
Sonchus asper,OpenWetRich,1
Sonchus oleraceus,ForestDryPoor,1
Sonchus oleraceus,ForestWetPoor,1
Sonchus oleraceus,ForestDryRich,1
Sonchus oleraceus,ForestWetRich,1
Sonchus oleraceus,OpenDryPoor,1
Sonchus oleraceus,OpenWetPoor,1
Sonchus oleraceus,OpenDryRich,1
Sonchus oleraceus,OpenWetRich,1
Sonchus palustris,ForestDryPoor,1
Sonchus palustris,ForestWetPoor,1
Sonchus palustris,ForestDryRich,1
Sonchus palustris,ForestWetRich,1
Sonchus palustris,OpenDryPoor,1
Sonchus palustris,OpenWetPoor,1
Sonchus palustris,OpenDryRich,1
Sonchus palustris,OpenWetRich,1
Sorbus aucuparia,ForestDryPoor,1
Sorbus aucuparia,ForestWetPoor,1
Sorbus aucuparia,OpenDryPoor,1
Sorbus aucuparia,OpenWetPoor,1
Sparganium angustifolium,ForestWetPoor,1
Sparganium angustifolium,OpenWetPoor,1
Sparganium emersum,ForestWetPoor,1
Sparganium emersum,ForestWetRich,1
Sparganium emersum,OpenWetPoor,1
Sparganium emersum,OpenWetRich,1
Sparganium erectum,ForestDryPoor,1
Sparganium erectum,ForestWetPoor,1
Sparganium erectum,ForestDryRich,1
Sparganium erectum,ForestWetRich,1
Sparganium erectum,OpenDryPoor,1
Sparganium erectum,OpenWetPoor,1
Sparganium erectum,OpenDryRich,1
Sparganium erectum,OpenWetRich,1
Sparganium natans,ForestWetPoor,1
Sparganium natans,OpenWetPoor,1
Spergula morisonii,OpenDryPoor,1
Spergularia marina,ForestDryPoor,1
Spergularia marina,ForestWetPoor,1
Spergularia marina,ForestDryRich,1
Spergularia marina,ForestWetRich,1
Spergularia marina,OpenDryPoor,1
Spergularia marina,OpenWetPoor,1
Spergularia marina,OpenDryRich,1
Spergularia marina,OpenWetRich,1
Spergularia media,ForestDryPoor,1
Spergularia media,ForestWetPoor,1
Spergularia media,ForestDryRich,1
Spergularia media,ForestWetRich,1
Spergularia media,OpenDryPoor,1
Spergularia media,OpenWetPoor,1
Spergularia media,OpenDryRich,1
Spergularia media,OpenWetRich,1
Spergularia rubra,ForestDryPoor,1
Spergularia rubra,ForestWetPoor,1
Spergularia rubra,OpenDryPoor,1
Spergularia rubra,OpenWetPoor,1
Spinulum annotinum,ForestDryPoor,1
Spinulum annotinum,ForestWetPoor,1
Spiranthes spiralis,OpenDryPoor,1
Spiranthes spiralis,OpenWetPoor,1
Spirobassia hirsuta,OpenDryPoor,1
Spirobassia hirsuta,OpenWetPoor,1
Spirobassia hirsuta,OpenDryRich,1
Spirobassia hirsuta,OpenWetRich,1
Spirodela polyrhiza,ForestWetPoor,1
Spirodela polyrhiza,ForestWetRich,1
