108892,Prunus spinosa,ForestDryRich
244521,Prunus spinosa,ForestDryRich
246821,Prunus spinosa,ForestDryRich
249121,Prunus spinosa,ForestDryRich
256051,Prunus spinosa,ForestDryRich
258354,Prunus spinosa,ForestDryRich
260650,Prunus spinosa,ForestDryRich
260654,Prunus spinosa,ForestDryRich
274455,Prunus spinosa,ForestDryRich
276684,Prunus spinosa,ForestDryRich
276756,Prunus spinosa,ForestDryRich
276757,Prunus spinosa,ForestDryRich
278984,Prunus spinosa,ForestDryRich
278985,Prunus spinosa,ForestDryRich
281284,Prunus spinosa,ForestDryRich
281285,Prunus spinosa,ForestDryRich
281286,Prunus spinosa,ForestDryRich
288117,Prunus spinosa,ForestDryRich
290416,Prunus spinosa,ForestDryRich
292716,Prunus spinosa,ForestDryRich
295061,Prunus spinosa,ForestDryRich
297361,Prunus spinosa,ForestDryRich
299661,Prunus spinosa,ForestDryRich
299662,Prunus spinosa,ForestDryRich
299665,Prunus spinosa,ForestDryRich
301963,Prunus spinosa,ForestDryRich
308818,Prunus spinosa,ForestDryRich
311118,Prunus spinosa,ForestDryRich
313415,Prunus spinosa,ForestDryRich
315715,Prunus spinosa,ForestDryRich
318017,Prunus spinosa,ForestDryRich
318031,Prunus spinosa,ForestDryRich
318032,Prunus spinosa,ForestDryRich
320331,Prunus spinosa,ForestDryRich
320332,Prunus spinosa,ForestDryRich
320333,Prunus spinosa,ForestDryRich
320378,Prunus spinosa,ForestDryRich
322631,Prunus spinosa,ForestDryRich
322632,Prunus spinosa,ForestDryRich
322678,Prunus spinosa,ForestDryRich
324931,Prunus spinosa,ForestDryRich
324932,Prunus spinosa,ForestDryRich
324978,Prunus spinosa,ForestDryRich
324979,Prunus spinosa,ForestDryRich
329576,Prunus spinosa,ForestDryRich
334109,Prunus spinosa,ForestDryRich
370940,Prunus spinosa,ForestDryRich
370941,Prunus spinosa,ForestDryRich
373238,Prunus spinosa,ForestDryRich
375538,Prunus spinosa,ForestDryRich
377838,Prunus spinosa,ForestDryRich
380096,Prunus spinosa,ForestDryRich
380097,Prunus spinosa,ForestDryRich
380098,Prunus spinosa,ForestDryRich
380099,Prunus spinosa,ForestDryRich
380100,Prunus spinosa,ForestDryRich
380223,Prunus spinosa,ForestDryRich
380224,Prunus spinosa,ForestDryRich
382396,Prunus spinosa,ForestDryRich
382397,Prunus spinosa,ForestDryRich
382398,Prunus spinosa,ForestDryRich
382399,Prunus spinosa,ForestDryRich
382400,Prunus spinosa,ForestDryRich
382521,Prunus spinosa,ForestDryRich
382522,Prunus spinosa,ForestDryRich
382523,Prunus spinosa,ForestDryRich
382525,Prunus spinosa,ForestDryRich
384695,Prunus spinosa,ForestDryRich
384696,Prunus spinosa,ForestDryRich
384697,Prunus spinosa,ForestDryRich
384698,Prunus spinosa,ForestDryRich
384699,Prunus spinosa,ForestDryRich
384700,Prunus spinosa,ForestDryRich
384821,Prunus spinosa,ForestDryRich
384822,Prunus spinosa,ForestDryRich
384823,Prunus spinosa,ForestDryRich
384824,Prunus spinosa,ForestDryRich
384825,Prunus spinosa,ForestDryRich
384830,Prunus spinosa,ForestDryRich
384831,Prunus spinosa,ForestDryRich
384832,Prunus spinosa,ForestDryRich
386994,Prunus spinosa,ForestDryRich
386995,Prunus spinosa,ForestDryRich
386996,Prunus spinosa,ForestDryRich
386997,Prunus spinosa,ForestDryRich
386999,Prunus spinosa,ForestDryRich
387000,Prunus spinosa,ForestDryRich
387121,Prunus spinosa,ForestDryRich
387124,Prunus spinosa,ForestDryRich
387125,Prunus spinosa,ForestDryRich
387130,Prunus spinosa,ForestDryRich
387131,Prunus spinosa,ForestDryRich
387134,Prunus spinosa,ForestDryRich
389294,Prunus spinosa,ForestDryRich
389295,Prunus spinosa,ForestDryRich
389296,Prunus spinosa,ForestDryRich
389297,Prunus spinosa,ForestDryRich
389298,Prunus spinosa,ForestDryRich
389299,Prunus spinosa,ForestDryRich
389300,Prunus spinosa,ForestDryRich
389421,Prunus spinosa,ForestDryRich
389422,Prunus spinosa,ForestDryRich
389423,Prunus spinosa,ForestDryRich
389424,Prunus spinosa,ForestDryRich
389432,Prunus spinosa,ForestDryRich
389433,Prunus spinosa,ForestDryRich
391595,Prunus spinosa,ForestDryRich
391596,Prunus spinosa,ForestDryRich
391597,Prunus spinosa,ForestDryRich
391598,Prunus spinosa,ForestDryRich
391599,Prunus spinosa,ForestDryRich
391718,Prunus spinosa,ForestDryRich
391719,Prunus spinosa,ForestDryRich
391721,Prunus spinosa,ForestDryRich
391730,Prunus spinosa,ForestDryRich
391731,Prunus spinosa,ForestDryRich
391732,Prunus spinosa,ForestDryRich
394032,Prunus spinosa,ForestDryRich
396318,Prunus spinosa,ForestDryRich
396320,Prunus spinosa,ForestDryRich
396322,Prunus spinosa,ForestDryRich
398620,Prunus spinosa,ForestDryRich
407733,Prunus spinosa,ForestDryRich
421596,Prunus spinosa,ForestDryRich
423896,Prunus spinosa,ForestDryRich
426196,Prunus spinosa,ForestDryRich
428427,Prunus spinosa,ForestDryRich
428428,Prunus spinosa,ForestDryRich
430726,Prunus spinosa,ForestDryRich
430727,Prunus spinosa,ForestDryRich
430728,Prunus spinosa,ForestDryRich
430729,Prunus spinosa,ForestDryRich
433027,Prunus spinosa,ForestDryRich
437715,Prunus spinosa,ForestDryRich
440014,Prunus spinosa,ForestDryRich
442313,Prunus spinosa,ForestDryRich
442314,Prunus spinosa,ForestDryRich
444614,Prunus spinosa,ForestDryRich
444634,Prunus spinosa,ForestDryRich
446914,Prunus spinosa,ForestDryRich
449234,Prunus spinosa,ForestDryRich
451533,Prunus spinosa,ForestDryRich
451540,Prunus spinosa,ForestDryRich
451541,Prunus spinosa,ForestDryRich
451542,Prunus spinosa,ForestDryRich
453840,Prunus spinosa,ForestDryRich
453843,Prunus spinosa,ForestDryRich
456141,Prunus spinosa,ForestDryRich
456142,Prunus spinosa,ForestDryRich
458441,Prunus spinosa,ForestDryRich
458442,Prunus spinosa,ForestDryRich
460741,Prunus spinosa,ForestDryRich
462926,Prunus spinosa,ForestDryRich
465225,Prunus spinosa,ForestDryRich
465226,Prunus spinosa,ForestDryRich
472065,Prunus spinosa,ForestDryRich
474364,Prunus spinosa,ForestDryRich
474365,Prunus spinosa,ForestDryRich
474366,Prunus spinosa,ForestDryRich
474367,Prunus spinosa,ForestDryRich
474368,Prunus spinosa,ForestDryRich
474537,Prunus spinosa,ForestDryRich
474538,Prunus spinosa,ForestDryRich
474539,Prunus spinosa,ForestDryRich
476664,Prunus spinosa,ForestDryRich
476665,Prunus spinosa,ForestDryRich
476837,Prunus spinosa,ForestDryRich
476838,Prunus spinosa,ForestDryRich
476839,Prunus spinosa,ForestDryRich
476841,Prunus spinosa,ForestDryRich
476842,Prunus spinosa,ForestDryRich
478963,Prunus spinosa,ForestDryRich
478964,Prunus spinosa,ForestDryRich
478965,Prunus spinosa,ForestDryRich
478966,Prunus spinosa,ForestDryRich
478967,Prunus spinosa,ForestDryRich
479137,Prunus spinosa,ForestDryRich
479138,Prunus spinosa,ForestDryRich
479139,Prunus spinosa,ForestDryRich
479140,Prunus spinosa,ForestDryRich
479141,Prunus spinosa,ForestDryRich
479143,Prunus spinosa,ForestDryRich
479150,Prunus spinosa,ForestDryRich
479153,Prunus spinosa,ForestDryRich
481263,Prunus spinosa,ForestDryRich
481264,Prunus spinosa,ForestDryRich
481437,Prunus spinosa,ForestDryRich
481438,Prunus spinosa,ForestDryRich
481439,Prunus spinosa,ForestDryRich
481440,Prunus spinosa,ForestDryRich
481444,Prunus spinosa,ForestDryRich
481453,Prunus spinosa,ForestDryRich
481454,Prunus spinosa,ForestDryRich
483563,Prunus spinosa,ForestDryRich
483738,Prunus spinosa,ForestDryRich
483739,Prunus spinosa,ForestDryRich
483742,Prunus spinosa,ForestDryRich
483743,Prunus spinosa,ForestDryRich
483744,Prunus spinosa,ForestDryRich
483753,Prunus spinosa,ForestDryRich
486038,Prunus spinosa,ForestDryRich
486043,Prunus spinosa,ForestDryRich
488223,Prunus spinosa,ForestDryRich
488226,Prunus spinosa,ForestDryRich
488338,Prunus spinosa,ForestDryRich
488339,Prunus spinosa,ForestDryRich
488340,Prunus spinosa,ForestDryRich
488341,Prunus spinosa,ForestDryRich
488352,Prunus spinosa,ForestDryRich
488353,Prunus spinosa,ForestDryRich
488354,Prunus spinosa,ForestDryRich
490637,Prunus spinosa,ForestDryRich
490638,Prunus spinosa,ForestDryRich
490639,Prunus spinosa,ForestDryRich
490640,Prunus spinosa,ForestDryRich
490641,Prunus spinosa,ForestDryRich
490655,Prunus spinosa,ForestDryRich
490660,Prunus spinosa,ForestDryRich
490662,Prunus spinosa,ForestDryRich
490663,Prunus spinosa,ForestDryRich
492937,Prunus spinosa,ForestDryRich
492938,Prunus spinosa,ForestDryRich
492939,Prunus spinosa,ForestDryRich
492953,Prunus spinosa,ForestDryRich
492961,Prunus spinosa,ForestDryRich
